timestamp;hausabgabe;solarleistung;akkuLadestand;netzbezug;akkuLadung;akkuEntladung;gesamtVerbrauch;simulierteSolarleistung;tmpSimulierteHausabgabe;simulierteAkkuLadung;simulierteVerpuffteSolarleistung;simulierteAkkuEntladung;tmpSimulierterNetzbezug;simulierteHausabgabe;simulierterNetzbezug;simulierterAkkuLadestand;normierterAkkuLadestand
2025-12-06T23:00:00+00:00;0.0;0.0;268.0;189.0;0.0;-0.0;189.0;0.0;0.0;0.0;0;189.0;189.0;189.0;0.0;268;268.0
2025-12-06T23:00:22.495000+00:00;0.0;0.0;268.0;188.0;0.0;-0.0;188.0;0.0;0.0;0.0;0.0;0;188.0;0.0;188.0;268;268.0
2025-12-06T23:04:22.494000+00:00;0.0;0.0;268.0;170.0;0.0;-0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;268;268.0
2025-12-06T23:09:48.718000+00:00;0.0;0.0;268.0;169.0;0.0;-0.0;169.0;0.0;0.0;0.0;0.0;0;169.0;0.0;169.0;268;268.0
2025-12-06T23:20:15.381000+00:00;0.0;0.0;268.0;170.0;0.0;-0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;268;268.0
2025-12-06T23:25:15.497000+00:00;0.0;0.0;268.0;168.0;0.0;-0.0;168.0;0.0;0.0;0.0;0.0;0;168.0;0.0;168.0;268;268.0
2025-12-06T23:30:41.395000+00:00;0.0;0.0;268.0;171.0;0.0;-0.0;171.0;0.0;0.0;0.0;0.0;0;171.0;0.0;171.0;268;268.0
2025-12-06T23:34:41.487000+00:00;0.0;0.0;268.0;170.0;0.0;-0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;268;268.0
2025-12-06T23:39:41.512000+00:00;0.0;0.0;268.0;181.0;0.0;-0.0;181.0;0.0;0.0;0.0;0.0;0;181.0;0.0;181.0;268;268.0
2025-12-06T23:45:07.479000+00:00;0.0;0.0;268.0;200.0;0.0;-0.0;200.0;0.0;0.0;0.0;0.0;0;200.0;0.0;200.0;268;268.0
2025-12-06T23:50:07.485000+00:00;0.0;0.0;268.0;198.0;0.0;-0.0;198.0;0.0;0.0;0.0;0.0;0;198.0;0.0;198.0;268;268.0
2025-12-06T23:55:33.491000+00:00;0.0;0.0;268.0;202.0;0.0;-0.0;202.0;0.0;0.0;0.0;0.0;0;202.0;0.0;202.0;268;268.0
2025-12-07T00:00:33.481000+00:00;0.0;0.0;268.0;206.0;0.0;-0.0;206.0;0.0;0.0;0.0;0.0;0;206.0;0.0;206.0;268;268.0
2025-12-07T00:04:59.480000+00:00;0.0;0.0;268.0;225.0;0.0;-0.0;225.0;0.0;0.0;0.0;0.0;0;225.0;0.0;225.0;268;268.0
2025-12-07T00:09:59.481000+00:00;0.0;0.0;268.0;191.0;0.0;-0.0;191.0;0.0;0.0;0.0;0.0;0;191.0;0.0;191.0;268;268.0
2025-12-07T00:15:25.489000+00:00;0.0;0.0;268.0;195.0;0.0;-0.0;195.0;0.0;0.0;0.0;0.0;0;195.0;0.0;195.0;268;268.0
2025-12-07T00:20:25.484000+00:00;0.0;0.0;268.0;170.0;0.0;-0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;268;268.0
2025-12-07T00:24:51.490000+00:00;0.0;0.0;268.0;171.0;0.0;-0.0;171.0;0.0;0.0;0.0;0.0;0;171.0;0.0;171.0;268;268.0
2025-12-07T00:30:51.480000+00:00;0.0;0.0;268.0;170.0;0.0;-0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;268;268.0
2025-12-07T00:35:17.472000+00:00;0.0;0.0;268.0;190.0;0.0;-0.0;190.0;0.0;0.0;0.0;0.0;0;190.0;0.0;190.0;268;268.0
2025-12-07T00:40:17.477000+00:00;0.0;0.0;268.0;191.0;0.0;-0.0;191.0;0.0;0.0;0.0;0.0;0;191.0;0.0;191.0;268;268.0
2025-12-07T00:45:43.484000+00:00;0.0;0.0;268.0;189.0;0.0;-0.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;268;268.0
2025-12-07T00:50:43.497000+00:00;0.0;0.0;268.0;188.0;0.0;-0.0;188.0;0.0;0.0;0.0;0.0;0;188.0;0.0;188.0;268;268.0
2025-12-07T00:55:09.478000+00:00;0.0;0.0;268.0;170.0;0.0;-0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;268;268.0
2025-12-07T01:00:09.481000+00:00;0.0;0.0;268.0;172.0;0.0;-0.0;172.0;0.0;0.0;0.0;0.0;0;172.0;0.0;172.0;268;268.0
2025-12-07T01:16:01.479000+00:00;0.0;0.0;268.0;170.0;0.0;-0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;268;268.0
2025-12-07T01:21:01.493000+00:00;0.0;0.0;268.0;171.0;0.0;-0.0;171.0;0.0;0.0;0.0;0.0;0;171.0;0.0;171.0;268;268.0
2025-12-07T01:26:27.484000+00:00;0.0;0.0;268.0;173.0;0.0;-0.0;173.0;0.0;0.0;0.0;0.0;0;173.0;0.0;173.0;268;268.0
2025-12-07T01:30:27.482000+00:00;0.0;0.0;268.0;196.0;0.0;-0.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;268;268.0
2025-12-07T01:35:53.388000+00:00;0.0;0.0;268.0;192.0;0.0;-0.0;192.0;0.0;0.0;0.0;0.0;0;192.0;0.0;192.0;268;268.0
2025-12-07T01:40:53.487000+00:00;0.0;0.0;268.0;191.0;0.0;-0.0;191.0;0.0;0.0;0.0;0.0;0;191.0;0.0;191.0;268;268.0
2025-12-07T01:46:19.392000+00:00;0.0;0.0;268.0;189.0;0.0;-0.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;268;268.0
2025-12-07T01:51:19.481000+00:00;0.0;0.0;268.0;187.0;0.0;-0.0;187.0;0.0;0.0;0.0;0.0;0;187.0;0.0;187.0;268;268.0
2025-12-07T01:56:45.395000+00:00;0.0;0.0;268.0;190.0;0.0;-0.0;190.0;0.0;0.0;0.0;0.0;0;190.0;0.0;190.0;268;268.0
2025-12-07T02:00:45.483000+00:00;0.0;0.0;268.0;191.0;0.0;-0.0;191.0;0.0;0.0;0.0;0.0;0;191.0;0.0;191.0;268;268.0
2025-12-07T02:05:45.483000+00:00;0.0;0.0;268.0;179.0;0.0;-0.0;179.0;0.0;0.0;0.0;0.0;0;179.0;0.0;179.0;268;268.0
2025-12-07T02:11:14.488000+00:00;0.0;0.0;268.0;171.0;0.0;-0.0;171.0;0.0;0.0;0.0;0.0;0;171.0;0.0;171.0;268;268.0
2025-12-07T02:16:14.479000+00:00;0.0;0.0;268.0;170.0;0.0;-0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;268;268.0
2025-12-07T02:20:40.479000+00:00;0.0;0.0;268.0;193.0;0.0;-0.0;193.0;0.0;0.0;0.0;0.0;0;193.0;0.0;193.0;268;268.0
2025-12-07T02:25:40.497000+00:00;0.0;0.0;268.0;190.0;0.0;-0.0;190.0;0.0;0.0;0.0;0.0;0;190.0;0.0;190.0;268;268.0
2025-12-07T02:31:06.479000+00:00;0.0;0.0;268.0;196.0;0.0;-0.0;196.0;0.0;0.0;0.0;0.0;0;196.0;0.0;196.0;268;268.0
2025-12-07T02:36:06.480000+00:00;0.0;0.0;268.0;187.0;0.0;-0.0;187.0;0.0;0.0;0.0;0.0;0;187.0;0.0;187.0;268;268.0
2025-12-07T02:41:32.549000+00:00;0.0;0.0;268.0;170.0;0.0;-0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;268;268.0
2025-12-07T02:55:58.482000+00:00;0.0;0.0;268.0;171.0;0.0;-0.0;171.0;0.0;0.0;0.0;0.0;0;171.0;0.0;171.0;268;268.0
2025-12-07T03:01:24.492000+00:00;0.0;0.0;268.0;172.0;0.0;-0.0;172.0;0.0;0.0;0.0;0.0;0;172.0;0.0;172.0;268;268.0
2025-12-07T03:06:24.487000+00:00;0.0;0.0;268.0;169.0;0.0;-0.0;169.0;0.0;0.0;0.0;0.0;0;169.0;0.0;169.0;268;268.0
2025-12-07T03:11:50.478000+00:00;0.0;0.0;268.0;171.0;0.0;-0.0;171.0;0.0;0.0;0.0;0.0;0;171.0;0.0;171.0;268;268.0
2025-12-07T03:16:50.485000+00:00;0.0;0.0;268.0;169.0;0.0;-0.0;169.0;0.0;0.0;0.0;0.0;0;169.0;0.0;169.0;268;268.0
2025-12-07T03:21:16.485000+00:00;0.0;0.0;268.0;197.0;0.0;-0.0;197.0;0.0;0.0;0.0;0.0;0;197.0;0.0;197.0;268;268.0
2025-12-07T03:26:16.479000+00:00;0.0;0.0;268.0;195.0;0.0;-0.0;195.0;0.0;0.0;0.0;0.0;0;195.0;0.0;195.0;268;268.0
2025-12-07T03:31:42.480000+00:00;0.0;0.0;268.0;190.0;0.0;-0.0;190.0;0.0;0.0;0.0;0.0;0;190.0;0.0;190.0;268;268.0
2025-12-07T03:36:42.474000+00:00;0.0;0.0;268.0;188.0;0.0;-0.0;188.0;0.0;0.0;0.0;0.0;0;188.0;0.0;188.0;268;268.0
2025-12-07T03:42:08.483000+00:00;0.0;0.0;268.0;189.0;0.0;-0.0;189.0;0.0;0.0;0.0;0.0;0;189.0;0.0;189.0;268;268.0
2025-12-07T03:47:08.477000+00:00;0.0;0.0;268.0;170.0;0.0;-0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;268;268.0
2025-12-07T03:52:34.481000+00:00;0.0;0.0;268.0;177.0;0.0;-0.0;177.0;0.0;0.0;0.0;0.0;0;177.0;0.0;177.0;268;268.0
2025-12-07T03:56:34.481000+00:00;0.0;0.0;268.0;170.0;0.0;-0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;268;268.0
2025-12-07T04:02:00.404000+00:00;0.0;0.0;268.0;169.0;0.0;-0.0;169.0;0.0;0.0;0.0;0.0;0;169.0;0.0;169.0;268;268.0
2025-12-07T04:12:26.382000+00:00;0.0;0.0;268.0;171.0;0.0;-0.0;171.0;0.0;0.0;0.0;0.0;0;171.0;0.0;171.0;268;268.0
2025-12-07T04:21:26.505000+00:00;0.0;0.0;268.0;169.0;0.0;-0.0;169.0;0.0;0.0;0.0;0.0;0;169.0;0.0;169.0;268;268.0
2025-12-07T04:26:52.479000+00:00;0.0;0.0;268.0;171.0;0.0;-0.0;171.0;0.0;0.0;0.0;0.0;0;171.0;0.0;171.0;268;268.0
2025-12-07T04:31:52.482000+00:00;0.0;0.0;268.0;170.0;0.0;-0.0;170.0;0.0;0.0;0.0;0.0;0;170.0;0.0;170.0;268;268.0
2025-12-07T04:42:18.478000+00:00;0.0;0.0;268.0;169.0;0.0;-0.0;169.0;0.0;0.0;0.0;0.0;0;169.0;0.0;169.0;268;268.0
